May  6 2025 21:56:26-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.190.65, BgpPeerLastError=0, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:23:51-03:00 WAN-RJ-CIR-01 %%01BGP/6/PEER_STATE_CHG(l):CID=0x801304fa;The state of the peer changed after receiving an event. (PrevState=OPENCONFIRM, CurrState=ESTABLISHED, InputEvent=RECV_KA, Peer=169.254.250.209, SourceInterface=Eth-Trunk56.2028, VpnInstance=BEVrf)
May  6 2025 22:23:51-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.250.209, BgpPeerLastError=40, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:23:51-03:00 WAN-RJ-CIR-01 %%01BGP/6/EOR_SENT(l):CID=0x801304fa;End-Of-Rib marker was sent to the peer. (Peer=169.254.250.209, SourceInterface=Eth-Trunk56.2028, VpnInstance=BEVrf, Address Family=IPv4-unicast)
May  6 2025 22:23:51-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.250.209, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-hub-us-east1-01)
May  6 2025 22:23:54-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_RECV(l):CID=0x801304fa;The router received a NOTIFICATION from the peer. (Peer=169.254.190.65, SourceInterface=Eth-Trunk56.2044, ErrorCode=6, SubErrorCode=7, NotifyInfo=CEASE/Connection Collision Resolution,VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:23:56-03:00 WAN-RJ-CIR-01 %%01SSH/5/SSH_USER_LOGOUT(s):CID=0x80930466;The SSH user logged out. (ServiceType=stelnet, LogoutReason=Client requested disconnection, UserName=suporte, UserAddress=10.143.64.3, LocalAddress=10.143.73.211, VPNInstanceName=_public_)
May  6 2025 22:23:56-03:00 WAN-RJ-CIR-01 %%01CLI/5/LOGOUT(s):CID=0x80ca2713;The user succeeded in logging out of VTY0. (UserType=SSH, UserName=suporte, RemoteIp=10.143.64.3, VpnName=_public_, Reason=the terminal was closed, LocalIp=10.143.73.211)
May  6 2025 22:23:57-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_SEND(l):CID=0x801304fa;Sent a NOTIFICATION to the peer. (Peer=169.254.143.1, SourceInterface=-, ErrorCode=6, SubErrorCode=7,NotifyInfo=CEASE/Connection Collision Resolution, VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:23:57-03:00 WAN-RJ-CIR-01 %%01BGP/6/PEER_STATE_CHG(l):CID=0x801304fa;The state of the peer changed after receiving an event. (PrevState=OPENCONFIRM, CurrState=ESTABLISHED, InputEvent=RECV_KA, Peer=169.254.143.1, SourceInterface=-, VpnInstance=BEVrf)
May  6 2025 22:23:57-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.143.1, BgpPeerLastError=40, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:23:57-03:00 WAN-RJ-CIR-01 %%01BGP/6/EOR_SENT(l):CID=0x801304fa;End-Of-Rib marker was sent to the peer. (Peer=169.254.143.1, SourceInterface=-, VpnInstance=BEVrf, Address Family=IPv4-unicast)
May  6 2025 22:23:57-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.143.1, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-spk-devqa-us-east1-01)
May  6 2025 22:23:51-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x00f1039c-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.250.209, InstanceId=3, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-hub-us-east1-01) 

May  6 2025 22:24:05-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_RECV(l):CID=0x801304fa;The router received a NOTIFICATION from the peer. (Peer=169.254.63.113, SourceInterface=-, ErrorCode=4, SubErrorCode=0, NotifyInfo=Hold Timer Expired,VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:24:05-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_BACKWARDTRANS_NOTIFICATION(l):CID=0x801304fa;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.63.113, BgpPeerLastError=40, BgpPeerState=1,VpnInstance=BEVrf)
May  6 2025 22:24:05-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_active(l):CID=0x801304fa-alarmID=0x0879000f;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.63.113, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-hdg-spk-prod-us-east1-01)
May  6 2025 22:24:06-03:00 WAN-RJ-CIR-01 %%01OPS/5/OPS_LOGIN(s):CID=0x80b40471;Succeeded in establishing the OPS connection. (ServiceType=embedding-script, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)
May  6 2025 22:24:07-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_RECV(l):CID=0x801304fa;The router received a NOTIFICATION from the peer. (Peer=169.254.178.177, SourceInterface=-, ErrorCode=6, SubErrorCode=7, NotifyInfo=CEASE/Connection Collision Resolution,VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:23:57-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x00f1039c-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.143.1, InstanceId=3, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-spk-devqa-us-east1-01) 

May  6 2025 22:24:05-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_active(l):CID=0x801304fa-alarmID=0x00f1039c;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.63.113, InstanceId=3, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-hdg-spk-prod-us-east1-01)
May  6 2025 22:24:11-03:00 WAN-RJ-CIR-01 %%01BGP/6/PEER_STATE_CHG(l):CID=0x801304fa;The state of the peer changed after receiving an event. (PrevState=OPENCONFIRM, CurrState=ESTABLISHED, InputEvent=RECV_KA, Peer=169.254.215.249, SourceInterface=Eth-Trunk56.2042, VpnInstance=BEVrf)
May  6 2025 22:24:11-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.215.249, BgpPeerLastError=40, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:24:11-03:00 WAN-RJ-CIR-01 %%01BGP/6/EOR_SENT(l):CID=0x801304fa;End-Of-Rib marker was sent to the peer. (Peer=169.254.215.249, SourceInterface=Eth-Trunk56.2042, VpnInstance=BEVrf, Address Family=IPv4-unicast)
May  6 2025 22:24:12-03:00 WAN-RJ-CIR-01 %%01OPS/5/OPS_LOGOUT(s):CID=0x80b40471;The OPS connection was disconnected. (ServiceType=embedding-script, Reason=the client cut the OPS connection, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)
May  6 2025 22:24:11-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.215.249, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-composer-sa-east1-01)
May  6 2025 22:24:15-03:00 WAN-RJ-CIR-01 %%01BGP/6/PEER_STATE_CHG(l):CID=0x801304fa;The state of the peer changed after receiving an event. (PrevState=OPENCONFIRM, CurrState=ESTABLISHED, InputEvent=RECV_KA, Peer=169.254.178.177, SourceInterface=-, VpnInstance=BEVrf)
May  6 2025 22:24:15-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.178.177, BgpPeerLastError=40, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:24:15-03:00 WAN-RJ-CIR-01 %%01BGP/6/EOR_SENT(l):CID=0x801304fa;End-Of-Rib marker was sent to the peer. (Peer=169.254.178.177, SourceInterface=-, VpnInstance=BEVrf, Address Family=IPv4-unicast)
May  6 2025 22:24:15-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.178.177, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-mda-spk-prod-us-east1-01)
May  6 2025 22:24:11-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x00f1039c-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.215.249, InstanceId=3, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-composer-sa-east1-01) 

May  6 2025 22:24:15-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x00f1039c-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.178.177, InstanceId=3, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-mda-spk-prod-us-east1-01) 

May  6 2025 22:24:55-03:00 WAN-RJ-CIR-01 %%01BGP/6/PEER_STATE_CHG(l):CID=0x801304fa;The state of the peer changed after receiving an event. (PrevState=OPENCONFIRM, CurrState=ESTABLISHED, InputEvent=RECV_KA, Peer=169.254.0.33, SourceInterface=Eth-Trunk56.2032, VpnInstance=BEVrf)
May  6 2025 22:24:55-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.0.33, BgpPeerLastError=40, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:24:55-03:00 WAN-RJ-CIR-01 %%01BGP/6/EOR_SENT(l):CID=0x801304fa;End-Of-Rib marker was sent to the peer. (Peer=169.254.0.33, SourceInterface=Eth-Trunk56.2032, VpnInstance=BEVrf, Address Family=IPv4-unicast)
May  6 2025 22:24:55-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.0.33, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-tsuru-hub-us-east1-01)
May  6 2025 22:25:00-03:00 WAN-RJ-CIR-01 %%01BGP/6/PEER_STATE_CHG(l):CID=0x801304fa;The state of the peer changed after receiving an event. (PrevState=OPENCONFIRM, CurrState=ESTABLISHED, InputEvent=RECV_KA, Peer=169.254.46.169, SourceInterface=Eth-Trunk56.2060, VpnInstance=BEVrf)
May  6 2025 22:25:00-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.46.169, BgpPeerLastError=40, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:25:00-03:00 WAN-RJ-CIR-01 %%01BGP/6/EOR_SENT(l):CID=0x801304fa;End-Of-Rib marker was sent to the peer. (Peer=169.254.46.169, SourceInterface=Eth-Trunk56.2060, VpnInstance=BEVrf, Address Family=IPv4-unicast)
May  6 2025 22:25:00-03:00 WAN-RJ-CIR-01 %%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.143.64.3, VpnName=_public_, User=suporte, AuthenticationMethod="Local-user", Command="display lacp statistics eth-trunk 56", LocalIp=10.143.73.211)
May  6 2025 22:25:01-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_RECV(l):CID=0x801304fa;The router received a NOTIFICATION from the peer. (Peer=169.254.250.209, SourceInterface=Eth-Trunk56.2028, ErrorCode=4, SubErrorCode=0, NotifyInfo=Hold Timer Expired,VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:25:01-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_BACKWARDTRANS_NOTIFICATION(l):CID=0x801304fa;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.250.209, BgpPeerLastError=40, BgpPeerState=1,VpnInstance=BEVrf)
May  6 2025 22:25:01-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_active(l):CID=0x801304fa-alarmID=0x0879000f;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.250.209, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-hdg-hub-us-east1-01)
May  6 2025 22:25:00-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.46.169, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-mda-spk-devqa-us-east1-01)
May  6 2025 22:25:02-03:00 WAN-RJ-CIR-01 %%01OPS/5/OPS_LOGIN(s):CID=0x80b40471;Succeeded in establishing the OPS connection. (ServiceType=embedding-script, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)
May  6 2025 22:25:03-03:00 WAN-RJ-CIR-01 %%01BGP/6/PEER_STATE_CHG(l):CID=0x801304fa;The state of the peer changed after receiving an event. (PrevState=OPENCONFIRM, CurrState=ESTABLISHED, InputEvent=RECV_KA, Peer=169.254.63.113, SourceInterface=-, VpnInstance=BEVrf)
May  6 2025 22:25:03-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.63.113, BgpPeerLastError=40, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:25:03-03:00 WAN-RJ-CIR-01 %%01BGP/6/EOR_SENT(l):CID=0x801304fa;End-Of-Rib marker was sent to the peer. (Peer=169.254.63.113, SourceInterface=-, VpnInstance=BEVrf, Address Family=IPv4-unicast)
May  6 2025 22:25:03-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.63.113, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-spk-prod-us-east1-01)
May  6 2025 22:25:01-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_active(l):CID=0x801304fa-alarmID=0x00f1039c;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.250.209, InstanceId=3, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-hdg-hub-us-east1-01)
May  6 2025 22:24:55-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x00f1039c-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.0.33, InstanceId=3, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-tsuru-hub-us-east1-01) 

May  6 2025 22:25:08-03:00 WAN-RJ-CIR-01 %%01OPS/5/OPS_LOGOUT(s):CID=0x80b40471;The OPS connection was disconnected. (ServiceType=embedding-script, Reason=the client cut the OPS connection, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)
May  6 2025 22:25:09-03:00 WAN-RJ-CIR-01 %%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.143.64.3, VpnName=_public_, User=suporte, AuthenticationMethod="Local-user", Command="display current-configuration interface g0/1/44:0", LocalIp=10.143.73.211)
May  6 2025 22:25:00-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x00f1039c-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.46.169, InstanceId=3, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-mda-spk-devqa-us-east1-01) 

May  6 2025 22:25:03-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x00f1039c-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.63.113, InstanceId=3, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-spk-prod-us-east1-01) 

May  6 2025 22:25:14-03:00 WAN-RJ-CIR-01 %%01CLI/5/CMDRECORD(s):CID=0x80ca2713;Recorded command information. (Task=VTY1, RemoteIp=10.143.64.3, VpnName=_public_, User=suporte, AuthenticationMethod="Local-user", Command="display current-configuration interface g0/1/45:0", LocalIp=10.143.73.211)
May  6 2025 22:25:28-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_RECV(l):CID=0x801304fa;The router received a NOTIFICATION from the peer. (Peer=169.254.116.129, SourceInterface=-, ErrorCode=4, SubErrorCode=0, NotifyInfo=Hold Timer Expired,VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:25:28-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_BACKWARDTRANS_NOTIFICATION(l):CID=0x801304fa;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.116.129, BgpPeerLastError=40, BgpPeerState=1,VpnInstance=BEVrf)
May  6 2025 22:25:28-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_active(l):CID=0x801304fa-alarmID=0x0879000f;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.116.129, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-hdg-spk-devqa-sa-east1-01)
May  6 2025 22:25:29-03:00 WAN-RJ-CIR-01 %%01OPS/5/OPS_LOGIN(s):CID=0x80b40471;Succeeded in establishing the OPS connection. (ServiceType=embedding-script, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)
May  6 2025 22:25:28-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_active(l):CID=0x801304fa-alarmID=0x00f1039c;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.116.129, InstanceId=3, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-hdg-spk-devqa-sa-east1-01)
May  6 2025 22:25:35-03:00 WAN-RJ-CIR-01 %%01OPS/5/OPS_LOGOUT(s):CID=0x80b40471;The OPS connection was disconnected. (ServiceType=embedding-script, Reason=the client cut the OPS connection, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)
May  6 2025 22:25:49-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_RECV(l):CID=0x801304fa;The router received a NOTIFICATION from the peer. (Peer=169.254.46.169, SourceInterface=Eth-Trunk56.2060, ErrorCode=4, SubErrorCode=0, NotifyInfo=Hold Timer Expired,VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:25:49-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_BACKWARDTRANS_NOTIFICATION(l):CID=0x801304fa;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.46.169, BgpPeerLastError=40, BgpPeerState=1,VpnInstance=BEVrf)
May  6 2025 22:25:49-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_RECV(l):CID=0x801304fa;The router received a NOTIFICATION from the peer. (Peer=169.254.250.209, SourceInterface=Eth-Trunk56.2028, ErrorCode=6, SubErrorCode=7, NotifyInfo=CEASE/Connection Collision Resolution,VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:25:49-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_active(l):CID=0x801304fa-alarmID=0x0879000f;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.46.169, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-mda-spk-devqa-us-east1-01)
May  6 2025 22:25:50-03:00 WAN-RJ-CIR-01 %%01OPS/5/OPS_LOGIN(s):CID=0x80b40471;Succeeded in establishing the OPS connection. (ServiceType=embedding-script, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)
May  6 2025 22:25:49-03:00 WAN-RJ-CIR-01 %%01BGP/2/hwBgpBackwardTransition_active(l):CID=0x801304fa-alarmID=0x00f1039c;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.46.169, InstanceId=3, BgpPeerLastError=40, BgpPeerState=1, LocalIfName=-, Reason=BGP receive notification, Description=cloud-router-mda-spk-devqa-us-east1-01)
May  6 2025 22:25:53-03:00 WAN-RJ-CIR-01 %%01FEI_COMM/6/EVENT_LOG_FWD_FRAME_SMOOTH(l):CID=0x807f0489;The state of data-synchronize changed. (Slot=1, State=END)
May  6 2025 22:25:55-03:00 WAN-RJ-CIR-01 %%01BGP/6/PEER_STATE_CHG(l):CID=0x801304fa;The state of the peer changed after receiving an event. (PrevState=OPENCONFIRM, CurrState=ESTABLISHED, InputEvent=RECV_KA, Peer=169.254.190.65, SourceInterface=Eth-Trunk56.2044, VpnInstance=BEVrf)
May  6 2025 22:25:55-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_ESTABLISHED_NOTIFICATION(l):CID=0x801304fa;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.190.65, BgpPeerLastError=40, BgpPeerState=6,VpnInstance=BEVrf)
May  6 2025 22:25:55-03:00 WAN-RJ-CIR-01 %%01BGP/6/NOTIFY_SEND(l):CID=0x801304fa;Sent a NOTIFICATION to the peer. (Peer=169.254.190.65, SourceInterface=Eth-Trunk56.2044, ErrorCode=6, SubErrorCode=0,NotifyInfo=Unknown ErrCode and ErrSubcode, VpnInstance=BEVrf, ErrorData=NULL)
May  6 2025 22:25:55-03:00 WAN-RJ-CIR-01 %%01BGP/6/EOR_SENT(l):CID=0x801304fa;End-Of-Rib marker was sent to the peer. (Peer=169.254.190.65, SourceInterface=Eth-Trunk56.2044, VpnInstance=BEVrf, Address Family=IPv4-unicast)
May  6 2025 22:25:56-03:00 WAN-RJ-CIR-01 %%01OPS/5/OPS_LOGOUT(s):CID=0x80b40471;The OPS connection was disconnected. (ServiceType=embedding-script, Reason=the client cut the OPS connection, UserName=_OPS_, SourceAddress=127.0.0.1, DestAddress=127.0.0.1, VpnName=_public_, AssistantName=_bgp_mtp.py)
May  6 2025 22:25:55-03:00 WAN-RJ-CIR-01 %%01BGP/2/bgpBackwardTransition_clear(l):CID=0x801304fa-alarmID=0x0879000f-clearType=service_resume;The BGP FSM enters the Established state. (BgpPeerRemoteAddr=169.254.190.65, BgpPeerLastError=40, BgpPeerState=6, LocalIfName=-, Reason=Alarm clear, Description=cloud-router-hdg-composer-us-east1-01)
May  6 2025 22:25:56-03:00 WAN-RJ-CIR-01 %%01BGP/2/PEER_BACKWARDTRANS_NOTIFICATION(l):CID=0x801304fa;The BGP FSM moves from a higher numbered state to a lower numbered state. (BgpPeerRemoteAddr=169.254.190.65, BgpPeerLastError=50, BgpPeerState=1,VpnInstance=BEVrf)
